M/MYSTERY 70AS	MARVEL MYSTERY COMICS 70TH ANNIVERSARY SPECIAL	2009
M/NPO	MARVEL NOW! POINT ONE	2012
M/PRM	MARVEL PREMIERE	1972-1981
M/PROJECT	MARVELS PROJECT	2009-2010
M/PRS	MARVEL PRESENTS	1975-1977
M/PRV	MARVEL PREVIEW (MAGAZINE)	1975-1981
M/S&L	MARVEL SHADOWS & LIGHT	1997
M/SA	MARVEL SUPER-ACTION (MAGAZINE)	1976
M/SAGA	MARVEL SAGA	1985-1987
M/SH	MARVEL SUPER-HEROES	1967-1982
M/SH2	MARVEL SUPER-HEROES VOL. 2	1979-1983
M/SH3	MARVEL SUPER-HEROES VOL. 3	1990-1993
M/SHSW	MARVEL SUPER-HEROES SECRET WARS	1984-1985
M/SPT	MARVEL SPOTLIGHT	1971-1977
M/SPT2	MARVEL SPOTLIGHT VOL. 2	1979-1981
M/SS	MARVEL SUPER-SPECIAL (MAGAZINE)	1977-1986
M/TA	MARVEL TRIPLE ACTION	
M/TALES	MARVEL TALES	1949-1957
M/TALES2	MARVEL TALES VOL. 2	1966-1994
M/TE	MARVEL TREASURY EDITION	1974-1981
M/TIO	MARVEL TWO-IN-ONE	1974-1983
M/TOP	MARVEL TOP 6: WILD ANGELS	1996
M/TU	MARVEL TEAM-UP	1972-1985
M/TU2	MARVEL TEAM-UP VOL. 2	1997-1998
M/TU3	MARVEL TEAM-UP VOL. 3	2005-2006
M/TV:G	MARVEL TV: GALACTUS	2009
M/U	MARVEL UNIVERSE	1998
M/VAULT:DEF	MARVEL VAULT: DEFENDERS	2011
M/VAULT:DS	MARVEL VAULT: DOCTOR STRANGE	2011
M/VAULT:GAM&CHAMP	MARVEL VAULT: GAMBIT & THE CHAMPIONS	2011
M/VAULT:H&HT	MARVEL VAULT: HULK & HUMAN TORCH	2011
M/VAULT:TB	MARVEL VAULT: THUNDERBOLTS	2011
M/VS	MARVEL VALENTINE SPECIAL	1997
M/W:KC&AG	MARVEL WESTERNS: KID COLT AND THE ARIZONA GIRL	2006
M/W:SW	MARVEL WESTERNS: STRANGE WESTERNS	2006
M/W:TGK	MARVEL WESTERNS: TWO-GUN KID	2006
M/W:WL	MARVEL WESTERNS: WESTERN LEGENDS	2006
M/YIR	MARVEL YEAR IN REVIEW	2008-2009
M/Z	MARVEL ZOMBIES	2006
M/Z2	MARVEL ZOMBIES 2	2007-2008
M/Z3	MARVEL ZOMBIES 3	2008-2009
M/Z4	MARVEL ZOMBIES 4	2009
M/Z5	MARVEL ZOMBIES 5	2010
M/Z:DD	MARVEL ZOMBIES: DEAD DAYS	2007
M/Z:EE	MARVEL ZOMBIES: EVIL EVOLUTION	2010
M/ZH	MARVEL ZOMBIES HALLOWEEN	2012
M/ZR	MARVEL ZOMBIES RETURN	2009
M/ZVAOD	MARVEL ZOMBIES VS. ARMY OF DARKNESS	2007
M:DS	MAGNETO: DARK SEDUCTION	2000
M:NH	MAGNETO: NOT A HERO	2012
M-T	MAN-THING	1970-1975
M-T2	MAN-THING VOL. 2	1979-1981
M-T3	MAN-THING VOL. 3	1997-1998
MA	MIGHTY AVENGERS	2007-2010
MA2	MIGHTY AVENGERS VOL. 2	2013-2014
MACTEEN	MACHINE TEEN	2005
MADROX	MADROX	2004-2005
MAGNETO	MAGNETO	1996-1997
MAGNETO3	MAGNETO VOL. 3	2014-
MANTRA	MANTRA	1993-1995
MANTRA2	MANTRA VOL. 2	1995-1996
MANTRA &infin;	MANTRA &infin;	1995
MANTRA:SOD	MANTRA: SPEAR OF DESTINY	1995
MARVELS	MARVELS	1994
MARVELS:EYE	MARVELS: EYE OF THE CAMERA	2009-2010
MARVILLE	MARVILLE	2002-2003
MASTERS OF EVIL	HEROES REBORN: MASTERS OF EVIL	2000
MAV	MAVERICK	1997
MAV2	MAVERICK VOL. 2	1997-1999
MAXSEC	MAXIMUM SECURITY	2000-2001
MAXSEC:DP	MAXIMUM SECURITY: DEADLY PLANET	2000
MB	MARVEL BOY	1950-1951
MB2	MARVEL BOY VOL. 2	2000-2001
MC:A	SPIDER-MAN: MAXIMUM CLONAGE ALPHA	1995
MC:O	SPIDER-MAN: MAXIMUM CLONAGE OMEGA	1995
MEKANIX	MEKANIX	2002-2003
MEN'S ADVENTURES	MEN'S ADVENTURES	1950-1954
MENACE	MENACE	1953-1954
MEPHV.	MEPHISTO VS. ...	1987
MERC	MARK HAZZARD: MERC	1986-1987
MG:I</t>MORTIGAN GOTH: IMMORTALIS	1993-1994
MGK</t>MAGIK	1983-1984
MGK2</t>MAGIK VOL. 2	2000-2001
MHDS	MYSTIC HANDS OF DOCTOR STRANGE	2010
MICRO	MICRONAUTS	1979-1984
MICRO2	MICRONAUTS: NEW VOYAGES	1984-1986
MICROCHIP	PUNISHER: ORIGIN OF MICROCHIP	1993
MILLIE	MILLIE THE MODEL	1945-1966
MIMO:ULTSM	MILES MORALES: ULTIMATE SPIDER-MAN	2014-
MISS AMERICA COMICS	MISS AMERICA COMICS	
MISS AMERICA COMICS 70AS	MISS AMERICA COMICS 70TH ANNIVERSARY SPECIAL	
MISS AMERICA MAGAZINE	MISS AMERICA MAGAZINE	
MISS FURY	MISS FURY	
MK	MOON KNIGHT	1980-1984
MK2	MOON KNIGHT VOL. 2 (FIST OF KHONSHU)	1985
MK3	(MARC SPECTOR) MOON KNIGHT VOL. 3	1989-1994
MK4	MOON KNIGHT VOL. 4	1998
MK5	MOON KNIGHT VOL. 5 (HIGH STRANGERS)	1999
MK6	MOON KNIGHT VOL. 6	2006-2009
MK7	(VENGEANCE OF) MOON KNIGHT VOL. 7	2009-2010
MK8	MOON KNIGHT VOL. 8	2011-2012
MK9	MOON KNIGHT VOL. 9	2014-2015
MK:DWF	MOON KNIGHT: DIVIDED WE FALL	1992
MK:SK	MOON KNIGHT: SILENT KNIGHT	2009
MKSE	MOON KNIGHT SPECIAL EDITION	1992
MM	MACHINE MAN	1978-1981
MM2	MACHINE MAN VOL. 2	1984-1985
MM/:SI	MINI-MARVELS: SECRET INVASION TPB	2009
MM/B	MACHINE MAN/BASTION	1998
MMEN	MYSTERY MEN	2011
MMKP	MOTORMOUTH & KILLPOWER	1992-1993
MMOUTH	MOTORMOUTH	1992
MODELS	MODELS INC.	2009-2010
MOKF	MASTER OF KUNG FU	1974-1983
MOKF2	MASTER OF KUNG FU VOL. 2	2002-2003
MOKF:BB	MASTER OF KUNG FU: BLEEDING BLACK	1991
MONF	MONSTER OF FRANKENSTEIN	1973
MORBIUS	MORBIUS	1992-1995
MORBIUS2	MORBIUS VOL. 2	2013
MORLOCKS	MORLOCKS	2002
MOTION PICTURES FUNNIES WEEKLY	MOTION PICTURES FUNNIES WEEKLY	1939
MOTP	MONSTERS ON THE PROWL	1971-1974
MR	MAGNETO REX	1999
MSG	MATT SLADE, GUNFIGHTER	1956
MSM	MS. MARVEL	1977-1979
MSM2	MS. MARVEL VOL. 2	2006-2010
MSM3	MS. MARVEL VOL. 3	2014-
MSM:S	MS. MARVEL: STORYTELLER	2009
MSMSPEC	MS. MARVEL SPECIAL	2007
MSU	MIDNIGHT SUNS UNLIMITED	1993-1995
MTW	MYS-TECH WARS	1993
MU	MONSTERS UNLEASHED! (MAGAZINE)	1973-1975
MUTIES	MUTIES	2002
MUTOPIA	MUTOPIA X	2005-2006
MWM/	MIGHTY WORLD OF MARVEL (British Comic)	
MX	MUTANT X	1998-2001
MYSARC:BK	MYSTIC ARCANA: BLACK KNIGHT	2007
MYSARC:M	MYSTIC ARCANA: MAGIK	2007
MYSARC:SG	MYSTIC ARCANA: SISTER GRIMM	2008
MYSARC:SW	MYSTIC ARCANA: SCARLET WITCH	2007
MYSTIC COMICS	MYSTIC COMICS	1940-1942
MYSTIC COMICS 70AS	MYSTIC COMICS 70TH ANNIVERSARY SPECIAL	2009
MYSTIQUE	MYSTIQUE	2003-2005
N	NAMOR (SUB-MARINER)	1990-1995
N2	NAMOR VOL. 2	2003-2004
N3	NAMOR VOL. 3 (FIRST MUTANT)	2010-2011
NA	NEW AVENGERS	2005-2010
NA2	NEW AVENGERS VOL. 2	2010-2013
NA3	NEW AVENGERS VOL. 3	2013-
NA:FINALE	NEW AVENGERS: FINALE	2010
NA:ILLUM	NEW AVENGERS: ILLUMINATI	2006
NA:ILLUM2	NEW AVENGERS: ILLUMINATI VOL. 2	2007-2008
NA:MWF	NEW AVENGERS: MOST WANTED FILES	2006
NA:R	NEW AVENGERS: REUNION	2009
NAM	NAM	1986-1993
NAMORA	NAMORA	1948
NAMORA2	NAMORA VOL. 2	2010
NATX	NATION X	2010
NATX:XF	NATION X: X-FACTOR	2010
NBE	NOT BRAND ECHH	1967-1969
NC	NIGHTCRAWLER	1985-1986
NC2	NIGHTCRAWLER VOL. 2	2002
NC3	NIGHTCRAWLER VOL. 3	2004-2006
NC4	NIGHTCRAWLER VOL. 4	2014-
NCAT	NIGHTCAT	1991
NF3	NICK FURY VOL. 3	1989-1993
NFAOS	NICK FURY, AGENT OF SHIELD	1968-1971
NFHC	NICK FURY'S HOWLING COMMANDOS	1988
NFV.S	NICK FURY VS. SHIELD	1988
NHAWK	NIGHTHAWK	1998
NIGHTW	NIGHTWATCH	1994-1995
NM	NEW MUTANTS	1983-1991
NM2	NEW MUTANTS VOL. 2	2003-2004
NM3	NEW MUTANTS VOL. 3	2009-2012
NM:TD	NEW MUTANTS: TRUTH OR DEATH	1997-1998
NMAN	NIGHT MAN	1993-1995
NMAN2	NIGHT MAN VOL. 2	1995
NMAN &infin;	NIGHT MAN &infin;	1995
NMAN/G	NIGHT MAN/GAMBIT	1996
NMANGA	NEW MANGAVERSE	2006
NMANVW	NIGHT MAN VS. WOLVERINE	1995
NMARE	NIGHTMARE	1994-1995
NMASK	NIGHTMASK	1986-1987
NMSE	NEW MUTANTS SPECIAL EDITION	1985
NMSS	NEW MUTANTS SUMMER SPECIAL	1990
NN	NIGHT NURSE	1972-1973
NO	NOVA	1976-1979
NO2	NOVA VOL. 2	1994-1995
NO3	NOVA VOL. 3 (HUMAN ROCKET)	1999
NO4	NOVA VOL. 4	2007-2010
NO5	NOVA VOL. 5	2013-
NOM	NOMAD	1990-1991
NOM2	NOMAD VOL. 2	1992-1994
NOM3	NOMAD VOL. 3	2009-2010
NORTH	NORTHSTAR	1994
NRAVEN:HOC	NIGHT RAVEN: HOUSE OF CARDS	1991
NS	NIGHTSTALKERS	1992-1994
NT	NIGHT THRASHER	1992-1993
NT2	NIGHT THRASHER VOL. 2	1993-1995
NW	NEW WARRIORS	1990-1996
NW2	NEW WARRIORS VOL. 2	1999-2000
NW3	NEW WARRIORS VOL. 3	2005-2006
NW4	NEW WARRIORS VOL. 4	2007-2009
NW5	NEW WARRIORS VOL. 5	2013-2014
NW:AOH	NEXT WAVE: AGENTS OF HATE	2006-2007
NX2	NEW X-MEN VOL. 2	2006-2008
NX:HELL	NEW X-MEN: HELLIONS	2005
NYX	NYX	2003-2005
NYX:NWH	NYX: NO WAY HOME	2008-2009
O	ORIGIN	2001-2002
O2	ORIGIN II	2014
O:E	ONSLAUGHT: EPILOG	1997
O:MU	ONSLAUGHT: MARVEL UNIVERSE	1996
O:R	ONSLAUGHT: REBORN	2007-2008
O:X	ONSLAUGHT: X-MEN	1996
OE	OVER THE EDGE	1995-1996
OF	OMEGA FLIGHT	2007
OGR	ORIGINAL GHOST RIDER	1992-1994
OJ	SPIDER-MAN: OSBORN JOURNAL	1997
OK	OUTLAW KID	1954-1957
OK2	OUTLAW KID VOL. 2	1970-1975
ORDER	ORDER	2002
ORDER2	ORDER VOL. 2	2007-2008
ORORO	ORORO: BEFORE THE STORM	2005
OSBORN	OSBORN	2011
OU	OMEGA THE UNKNOWN	1976-1977
P	PUNISHER	1986
P2	PUNISHER VOL. 2	1987-1995
P3	PUNISHER VOL. 3	1995-1997
P4	PUNISHER VOL. 4	1998-1999
P5	PUNISHER VOL. 5	2000-2001
P6	PUNISHER VOL. 6	2001-2004
P8	PUNISHER VOL. 8	2009-2010
P9	PUNISHER VOL. 9	2011-2012
P10	PUNISHER VOL. 10	2014-
P&W	PRYDE & WISDOM	1996
P/BW:SDW	PUNISHER/BLACK WIDOW: SPINNING DOOMSDAY'S WEB	1992
P/CA:B&G	PUNISHER/CAPTAIN AMERICA: BLOOD & GLORY	1992
P:B	PUNISHER BLOODLINES	1991
P:BV	PUNISHER: BLOODY VALENTINE	2006
P:DHBE	PUNISHER: DIE HARD IN THE BIG EASY	1992
P:EQ	PUNISHER: EMPTY QUARTER	1994
P:GF	PUNISHER: G FORCE	1992
P:GI	PUNISHER: GHOSTS OF INNOCENTS	1993
P:ITB	PUNISHER: IN THE BLOOD	2011
P:KG	PUNISHER: KINGDOM GONE	1990
P:MOORS	PUNISHER: BLOOD ON THE MOORS	1991
P:NE	PUNISHER: NO ESCAPE	1990
P:NM	PUNISHER: NIGHTMARE	2013
P:P	PUNISHER: PRIZE	1990
P:POV	PUNISHER: P.O.V.	1991
P:RX	PUNISHER: RED X-MAS	2005
P:SN	PUNISHER: SILENT NIGHT	2006
P:XMAS	PUNISHER: XMAS SPECIAL	2007
P:YO	PUNISHER: YEAR ONE	1994-1995
P2099	PUNISHER 2099	1993-1995
PARKER	PETER PARKER	2010
PARX	PARADISE X	2002-2003
PARX A	PARADISE X A	2003
PARX X	PARADISE X X	2003
PARX:H	PARADISE X: HERALDS	2001-2002
PARX:R	PARADISE X: RAGNAROK	2003
PBSS	PUNISHER BACK TO SCHOOL SPECIAL	1992-1994
PDPOOLCORPS	PRELUDE TO DEADPOOL CORPS	2010
PEN:REL	PENANCE: RELENTLESS	2007-2008
PF	PSI-FORCE	1986-1989
PHOENIX	PHOENIX: UNTOLD STORY	1984
PHOL	PUNISHER HOLIDAY SPECIAL	1993-1995
PHXR	PHOENIX RESURRECTION	1996
PHXR:A	PHOENIX RESURRECTION: AFTERMATH	1996
PHXR:G	PHOENIX RESURRECTION: GENESIS	1995
PHXR:R	PHOENIX RESURRECTION: REVELATIONS	1995
PITT	PITT	1987
PLASMER	PLASMER	1993-1994
PM	LUKE CAGE, POWER-MAN	1974-1978
PM&IF	POWER-MAN & IRON FIST	1978-1986
PM&IF2	POWER-MAN & IRON FIST VOL. 2	2011
PNAM	PUNISHER INVADES THE 'NAM	1994
PO	POINT ONE	2012
POPRIME	POWER OF PRIME	1995
PP	POWER PACK	1984-1991
PP:PP	POWER PACK: PEER PRESSURE	2000
PPHS	POWER PACK HOLIDAY SPECIAL	1992
PPSM2	PETER PARKER, SPIDER-MAN VOL. 2	1999-2003
PPTSS	PETER PARKER, THE SPECTACULAR SPIDER-MAN	1976-1998
PPTSSSS	SPECTACULAR SPIDER-MAN SUPER SPECIAL	1995
PRIME	PRIME	1993-1995
PRIME2	PRIME VOL. 2	1995-1996
PRIME &infin;	PRIME &infin;	1995
PRIME/CA	PRIME/CAPTAIN AMERICA	1996
PRIMEVH	PRIME VS. HULK	1995
PRO	PROTOTYPE	1993-1995
PROWL	PROWLER	1994-1995
PS:PROLOGUE	PLANET SKAAR: PROLOGUE	2009
PSS	PUNISHER SUMMER SPECIAL	1991-1994
PSYLOCKE	PSYLOCKE	2010
PULSE	PULSE	2004-2006
PULSE:HOM	PULSE: HOUSE OF M	2005
PVBULL	PUNISHER VS. BULLSEYE	2006
PW:H	PATSY WALKER: HELLCAT	2008-2009
PWJ	PUNISHER WAR JOURNAL	1988-1995
PWJ2	PUNISHER WAR JOURNAL VOL. 2	2007-2009
PWZ	PUNISHER WAR ZONE	1992-1995
PWZ2	PUNISHER WAR ZONE VOL. 2	2009
PWZ3	PUNISHER WAR ZONE VOL. 3	2012-2013
Q	QUASAR	1989-1994
QP	QUESTPROBE	1984-1985
QS	QUICKSILVER	1997-1998
R	ROGUE	1995
R3	ROGUE VOL. 3	2004-2005
R2099	RAVAGE 2099	1992-1995
RAMW	RAMPAGING WOLVERINE	2009
REBEL	HEROES REBORN: REBEL	2000
RED RAVEN COMICS	RED RAVEN COMICS	1940
REMNANTS	HEROES REBORN: REMNANTS	2000
RH	RAMPAGING HULK	1977-1978
RH2	RAMPAGING HULK VOL. 2	1998-1999
RIPFIRE	RIPFIRE	1995
RK	RAWHIDE KID	1955-1979
RK2	RAWHIDE KID VOL. 2	1985
RK3	RAWHIDE KID VOL. 3	2003
RK4	RAWHIDE KID VOL. 4	2010
ROA	RISE OF APOCALYPSE	1996-1997
ROCRAC	ROCKET RACCOON	1985
ROCRAC2	ROCKET RACCOON	2014-
ROM	ROM, SPACEKNIGHT	1979-1986
RS-H	RED SHE-HULK	2012-2013
RSI	RED SKULL INCARNATE	2011-2012
RUN	RUNAWAYS	2003-2004
RUN2	RUNAWAYS VOL. 2	2005-2008
RUN3	RUNAWAYS VOL. 3	2008-2009
RUNE	RUNE	1994-1995
RUNE2	RUNE VOL. 2	1995-1996
RUNE &infin;	RUNE &infin;	1995
RUNE/SS	RUNE/SILVER SURFER	1995
RUNE:HOD	RUNE: HEARTS OF DARKNESS	1996
RUNEVV	RUNE VS. VENOM	1995
RUNSAGA	RUNAWAYS SAGA	2003
RW	RED WOLF	1972-1973
S&BH6	SUNFIRE & BIG HERO 6	1998
S&F	SABLE & FORTUNE	2006
S&L	SHADOWS & LIGHT	1998
S&M	SABRETOOTH & MYSTIQUE	1996-1997
S&TS	SPITFIRE & THE TROUBLESHOOTERS	1986-1987
S-G	SPIDER-GIRL	1998-2006
S-G2	SPIDER-GIRL VOL. 2	2011
S-G:END	SPIDER-GIRL: END	2010
S-H	SHE-HULK (SAVAGE)	1980-1982
S-H2	SHE-HULK VOL. 2 (SENSATIONAL)	1989-1994
S-H3	SHE-HULK VOL. 3	2004-2005
S-H4	SHE-HULK VOL. 4	2005-2009
S-H5	SHE-HULK VOL. 5 (ALL NEW SAVAGE)	2009
S-H:C	SHE-HULK: CEREMONY	1989
S-H:CC	SHE-HULK: COSMIC COLLISION	2009
S-HS	SHE-HULKS	2011
S-HSEN	SHE-HULK SENSATIONAL	2010
S-M	SPIDER-MAN	1990-1998
S-MSS	SPIDER-MAN SUPER SPECIAL	1995
S-W	SPIDER-WOMAN	1978-1983
S-W2	SPIDER-WOMAN VOL. 2	1993-1994
S-W3	SPIDER-WOMAN VOL. 3	1999-2000
S-W4	SPIDER-WOMAN VOL. 4	2009-2010
S-W5	SPIDER-WOMAN VOL. 5	2015-
S-W:O	SPIDER-WOMAN: ORIGIN	2006
SABRE	SABRETOOTH	1993
SABRE2	SABRETOOTH VOL. 2	2004-2005
SABRE:BN	SABRETOOTH: BACK TO NATURE	1998
SABRE:MSO	SABRETOOTH: MARY SHELLEY OVERDRIVE	2002
SABRE:RZ	SABRETOOTH: IN THE RED ZONE	1995
SAGAHT	SAGA OF THE ORIGINAL HUMAN TORCH	1990
SAGASM	SAGA OF THE SUB-MARINER	1988-1989
SAVH	SAVAGE HULK	1996
SAVH2	SAVAGE HULK VOL. 2	2014-
SB	SPEEDBALL	1988-1989
SBRAND	STAR BRAND	1986-1989
SCARSPI	SCARLET SPIDER	1995
SCARSPI2	SCARLET SPIDER VOL. 2	2012-2014
SCARSPIS	SCARLET SPIDERS	2015
SD	STOKER'S DRACULA	2004-2005
SECA	SECRET AVENGERS	2010-2013
SECA2	SECRET AVENGERS VOL. 2	2013-2014
SECA3	SECRET AVENGERS VOL. 3	2014-
SECCOM:P	X-MEN SECOND COMING: PREPARE	2010
SECDEF	SECRET DEFENDERS	1993-1995
SECHOM	SECRETS OF HOUSE OF M	2005
SECINV	SECRET INVASION	2008-2009
SECINV:ASM	SECRET INVASION: AMAZING SPIDER-MAN	2008
SECINV:BRB	SECRET INVASION AFTERMATH: BETA RAY BILL	2009
SECINV:DC	SECRET INVASION: DIRECTORS CUT	2008
SECINV:DR	SECRET INVASION: DARK REIGN	2009
SECINV:FF	SECRET INVASION: FANTASTIC FOUR	2008
SECINV:FL	SECRET INVASION: FRONT LINE	2008-2009
SECINV:HI	SECRET INVASION: HOME INVASION	2009
SECINV:INHUMANS	SECRET INVASION: INHUMANS	2008-2009
SECINV:REQ	SECRET INVASION: REQUIEM	2009
SECINV:RUN/YA	SECRET INVASION: RUNAWAYS/YOUNG AVENGERS	2008
SECINV:T	SECRET INVASION: THOR	2008
SECINV:WHO?	SECRET INVASION: WHO DO YOU TRUST?	2008
SECINV:WOK	SECRET INVASION: WAR OF KINGS	2009
SECINV:X	SECRET INVASION: X-MEN	2008-2009
SECINVSAGA	SECRET INVASION SAGA	2008
SECWAR	SECRET WAR	2004-2005
SECWAR:FNF	SECRET WAR: FROM THE FILES OF NICK FURY	2005
SECWARR	SECRET WARRIORS	2009-2011
SENSM	SENSATIONAL SPIDER-MAN	1996-1998
SENSM2	SENSATIONAL SPIDER-MAN VOL. 2	2006-2007
SENTINEL	SENTINEL	2003-2004
SENTINEL2	SENTINEL VOL. 2	2006
SENTRY	SENTRY	2000-2001
SENTRY2	SENTRY VOL. 2	2005-2006
SENTRY/FF	SENTRY/FANTASTIC FOUR	2001
SENTRY/H	SENTRY/HULK	2001
SENTRY/SM	SENTRY/SPIDER-MAN	2001
SENTRY/V	SENTRY/VOID	2001
SENTRY/X	SENTRY/X-MEN	2001
SENTRY:FS	SENTRY: FALLEN SUN	2010
SEX	SPECIAL EDITION: X-MEN	1983
SGTF	SGT. FURY & HIS HOWLIN' COMMANDOS	1963-1981
SGTF2	SGT. FURY & HIS HOWLIN' COMMANDOS VOL. 2	2009
SHADOW	SHADOWMASTERS	1989-1990
SHADOWLAND	SHADOWLAND	2010-2011
SHADOWLAND:BOS	SHADOWLAND: BLOOD ON THE STREETS	2010-2011
SHADOWLAND:GR	SHADOWLAND: GHOST RIDER	2010
SHADOWLAND:MK	SHADOWLAND: MOON KNIGHT	2010
SHADOWLAND:PM	SHADOWLAND: POWER MAN	2010-2011
SHADOWLAND:SM	SHADOWLAND: SPIDER-MAN	2010
SHIELD	S.H.I.E.L.D.	2010-2011
SHIELD2	S.H.I.E.L.D. VOL. 2	2011-2012
SHIELD &infin;	S.H.I.E.L.D. &infin;	2011
SHOWAR	SHOGUN WARRIORS	1979-1980
SHROUD	SHROUD	1994
SI:A	SPIDER-ISLAND: AVENGERS	2011
SI:C&D	SPIDER-ISLAND: CLOAK & DAGGER	2011
SI:DF	SPIDER-ISLAND: DEADLY FOES	2011
SI:DHKF	SPIDER-ISLAND: DEADLY HANDS OF KUNG FU	2011
SI:HFH	SPIDER-ISLAND: HEROES FOR HIRE	2011
SI:I&hearts;NYC	SPIDER-ISLAND: I LOVE NEW YORK CITY	2011
SIEGE	SIEGE	2010
SIEGE:CA	SIEGE: CAPTAIN AMERICA	2010
SIEGE:CABAL	SIEGE: CABAL	2010
SIEGE:EMB	SIEGE: EMBEDDED	2010
SIEGE:LOKI	SIEGE: LOKI	2010
SIEGE:SECWARR	SIEGE: SECRET WARRIORS	2010
SIEGE:SM	SIEGE: SPIDER-MAN	2010
SIEGE:YA	SIEGE: YOUNG AVENGERS	2010
SIF	SIF	2010
SILWAR	SILENT WAR	2007
SIREN	SIREN	1995
SIREN &infin;	SIREN &infin;	1995
SIRENSPEC	SIREN SPECIAL	1996
SIXGUNS	SIX GUNS	2012
SJNS	SUBURBAN JERSEY NINJA SHE-DEVILS	1991
SK	SPACEKNIGHTS	2000-2001
SKAAR	SKAAR SON OF HULK	2008-2010
SKAAR:KSL	SKAAR: KING OF THE SAVAGE LAND	2011
SKAAR:SWS	SKAAR SON OF HULK: SAVAGE WORLD OF SAKAAR	2008
SKK	SKRULL KILL KREW	1995-1996
SKK2	SKRULL KILL KREW VOL. 2	2009
SKRULLS	SKRULLS!	2008
SKRULLSVPP	SKRULLS VS. POWER PACK	2008
SKULL	SKULL THE SLAYER	1975-1976
SL	SLINGERS	1998-1999
SL:D	SLINGERS: DUSK	1998
SL:H	SLINGERS: HORNET	1998
SL:P	SLINGERS: PRODIGY	1998
SL:R	SLINGERS: RICOCHET	1998
SLAP	SLAPSTICK	1992-1993
SLEEP	SLEEPWALKER	1991-1994
SLEEPHS	SLEEPWALKER HOLIDAY SPECIAL	1993
SLUDGE	SLUDGE	1993-1994
SLUDGE:RX	SLUDGE: RED X-MAS	1994
SM&ARANA:HR	SPIDER-MAN & ARANA: HUNTER REVEALED	2006
SM&FF	SPIDER-MAN & FANTASTIC FOUR	2007
SM&FF2	SPIDER-MAN & FANTASTIC FOUR VOL. 2	2010
SM&HT:BDLM	SPIDER-MAN & HUMAN TORCH: BAHIA DE LOS MUERTOS	2009
SM&JL	SPIDER-MAN & JAY LENO	
SM&PP	SPIDER-MAN & POWER PACK	2007
SM&W	SPIDER-MAN & WOLVERINE	2003
SM/DD	SPIDER-MAN/DAREDEVIL	2002
SM/DO:NE	SPIDER-MAN/DOCTOR OCTOPUS: NEGATIVE EXPOSURE	2003-2004
SM/DO:OOR	SPIDER-MAN/DOCTOR OCTOPUS: OUT OF REACH	2004
SM/DS:WDD	SPIDER-MAN/DOCTOR STRANGE: WAY TO DUSTY DEATH	1992
SM/E	SPECIAL MARVEL EDITION	1971-1974
SM/EL	SPIDER-MAN/ELEKTRA	1998
SM/HT	SPIDER-MAN/HUMAN TORCH	2005
SM/K:TD	SPIDER-MAN/KINGPIN: TO THE DEATH	1997
SM/M	SPIDER-MAN/MARROW	2001
SM/P/SABRE:DG	SPIDER-MAN/PUNISHER/SABRETOOTH: DESIGNER GENES	1993
SM/P:FP	SPIDER-MAN/PUNISHER: FAMILY PLOT	1996
SM/RS	SPIDER-MAN/RED SONJA	2007-2008
SM/XF:SG	SPIDER-MAN/X-FACTOR: SHADOW GAMES	1994
SM:AP	SPIDER-MAN: ARACHNIS PROJECT	1994-1995
SM:BBRAO	SPIDER-MAN: BLACK & BLUE & READ ALL OVER	2006
SM:BLUE	SPIDER-MAN: BLUE	2002-2003
SM:BREAK	SPIDER-MAN: BREAKOUT	2005
SM:BT	SPIDER-MAN: BIG TIME (digital)	
SM:CJ	SPIDER-MAN: CLONE JOURNAL	1995
SM:D&D	SPIDER-MAN: DEATH & DESTINY	2000
SM:DMH	SPIDER-MAN: DEAD MAN'S HAND	1997
SM:FA	SPIDER-MAN: FINAL ADVENTURE	1995-1996
SM:FEVER	SPIDER-MAN: FEVER	2010
SM:FI	SPIDER-MAN: FEAR ITSELF	1992
SM:FO	SPIDER-MAN: FUNERAL FOR AN OCTOPUS	1995
SM:HL	SPIDER-MAN: HOBGOBLIN LIVES	1997
SM:HOM	SPIDER-MAN: HOUSE OF M	2005
SM:JF	SPIDER-MAN: JACKAL FILES	1995
SM:L	SPIDER-MAN: LIFELINE	2001
SM:LOE	SPIDER-MAN: LEGACY OF EVIL	1996
SM:LSC	SPIDER-MAN: LEGEND OF THE SPIDER-CLAN	2002-2003
SM:LY	SPIDER-MAN: LOST YEARS	1995
SM:MA	SPIDER-MAN: MUTANT AGENDA	1994
SM:MM	SPIDER-MAN: MYSTERIO MANIFESTO	2001
SM:PT	SPIDER-MAN: POWER OF TERROR	1995
SM:PY	SPIDER-MAN: PARKER YEARS	1995
SM:QL	SPIDER-MAN: QUALITY OF LIFE	2002
SM:R	SPIDER-MAN: REDEMPTION	1996
SM:REVELATIONS	SPIDER-MAN: REVELATIONS TPB	1997
SM:RGG	SPIDER-MAN: REVENGE OF THE GREEN GOBLIN	2000
SM:SC	SPIDER-MAN: SWEET CHARITY	2002
SM:VA	SPIDER-MAN: VENOM AGENDA	1998
SM:WD	SPIDER-MAN: WEB OF DOOM	1994
SM:WGP	SPIDER-MAN: WITH GREAT POWER	2008
SM2099	SPIDER-MAN 2099	1992-1996
SM2099:S	SPIDER-MAN 2099 SPECIAL	1995
SM2099SM	SPIDER-MAN 2099 MEETS SPIDER-MAN	1995
SM2099V2	SPIDER-MAN 2099 VOL. 2	2014-
